"second","first","ccf","rough_cor","lag","D","sd_D","b1","b2","signature_length","overlap","matches","mismatches","cms","cms2","non_cms","left_cms","right_cms","left_noncms","right_noncms","sum_peaks","H.H","D2.D","comparison","id.x","id.y","KM","rfscore","order","type"
"Unknown 1-B/L1.dat","Gun 1-C8/B1/L1.dat",0.264833990317262,-0.119842678621541,0.148349999999983,0.000938133848764126,0.00175902046724673,"Gun 1-C8/B1/L1.dat","Unknown 1-B/L1.dat",1.92855,0.936454849498328,1.66112956810631,14.4311597601542,1.10741971207087,0.553709856035437,6.73454122140531,0,0,3.36727061070266,6.73454122140531,1.15898143624741,2.60796739544663,0.000938133848764126,"Gun 1-C8/B1/L1.dat|Unknown 1-B/L1.dat",5,1,FALSE,0.03,119,"KNM"
"Unknown 1-B/L1.dat","Gun 1-A9/B2/L4.dat",0.238618654511043,0.0953481375890342,0.070304999999998,0.0013282009095746,0.00230076183399026,"Unknown 1-B/L1.dat","Gun 1-A9/B2/L4.dat",1.938225,0.97171381031614,3.18572793883402,14.8220611558243,1.06190931294467,0.530954656472337,5.43475575713559,0,0,5.43475575713559,2.96441223116487,2.43890139064216,4.17928522858642,0.0013282009095746,"Gun 1-A9/B2/L4.dat|Unknown 1-B/L1.dat",26,1,FALSE,0.0133333333333333,132,"KNM"
"Unknown 1-B/L1.dat","Gun 1-M2/B1/L2.dat",0.392357122944764,-0.0987076202779845,0.0122549999999997,0.000802419042405353,0.00142275473923845,"Gun 1-M2/B1/L2.dat","Unknown 1-B/L1.dat",1.92081,0.991605104096709,4.20016958184687,13.3080480420534,2.62510598865429,1.05004239546172,5.63032801779184,0,0,1.02369600323488,4.09478401293952,5.71192531702567,2.59082764550992,0.000802419042405353,"Gun 1-M2/B1/L2.dat|Unknown 1-B/L1.dat",9,1,FALSE,0.183333333333333,21,"KNM"
"Unknown 1-B/L1.dat","Gun 1-L5/B3/L1.dat",0.2126050177062,-0.137311415887375,-0.132869999999996,0.00112639646408491,0.00181284710731171,"Unknown 1-B/L1.dat","Gun 1-L5/B3/L1.dat",1.938225,0.93910149750416,1.09878639043177,15.8940014593583,0.549393195215884,0.549393195215884,6.26127330217147,0,0,6.26127330217147,5.29800048645278,1.24680014722222,3.53081628707448,0.00112639646408491,"Gun 1-L5/B3/L1.dat|Unknown 1-B/L1.dat",31,1,FALSE,0.05,97.5,"KNM"
"Unknown 1-B/L1.dat","Gun 1-R3/B1/L3.dat",0.347784205626843,-0.0852939073277008,0.156089999999996,0.000974678633933563,0.00171656281222173,"Gun 1-R3/B1/L3.dat","Unknown 1-B/L1.dat",1.899525,0.943972835314092,2.78846690089789,15.0475940838685,1.11538676035915,0.557693380179577,4.85406260769952,0,0,2.42703130384976,2.91243756461971,2.56002968007239,3.21058162795576,0.000974678633933563,"Gun 1-R3/B1/L3.dat|Unknown 1-B/L1.dat",39,1,FALSE,0.106666666666667,53.5,"KNM"
"Unknown 1-B/L1.dat","Gun 1-A9/B2/L2.dat",0.229669786300477,-0.123087402337606,-0.0251549999999993,0.00141827365315534,0.00216420753051114,"Gun 1-A9/B2/L2.dat","Unknown 1-B/L1.dat",1.912425,0.978414839797639,1.60329637735184,14.6549023174959,0.534432125783945,0.534432125783945,6.06409751068797,0.534432125783945,0,0,6.06409751068797,1.97729490941287,4.54876446896148,0.00141827365315534,"Gun 1-A9/B2/L2.dat|Unknown 1-B/L1.dat",30,1,FALSE,0.0433333333333333,105,"KNM"
"Unknown 1-B/L1.dat","Gun 1-M2/B3/L4.dat",0.395565034424834,-0.129500136866204,0.205109999999958,0.00092345675094387,0.00177175005554456,"Gun 1-M2/B3/L4.dat","Unknown 1-B/L1.dat",1.764075,0.989031078610603,4.58524982447091,16.2185037923427,2.86578114029432,1.71946868417659,7.60242365266063,0,0.573156228058863,7.60242365266063,0,6.85692046979852,2.85124804664684,0.00092345675094387,"Gun 1-M2/B3/L4.dat|Unknown 1-B/L1.dat",8,1,FALSE,0.16,28.5,"KNM"
"Unknown 1-B/L1.dat","Gun 1-A9/B3/L5.dat",0.240073320213555,-0.0712858825007811,0.0174149999999995,0.00146568592237262,0.00232756722996679,"Unknown 1-B/L1.dat","Gun 1-A9/B3/L5.dat",1.938225,0.99134775374376,3.12263362920287,14.7124477454442,1.04087787640096,0.520438938200478,8.1172125492106,0.520438938200478,0,0,1.01465156865133,3.72074007505174,4.1286147325255,0.00146568592237262,"Gun 1-A9/B3/L5.dat|Unknown 1-B/L1.dat",26,1,FALSE,0.02,126.5,"KNM"
"Unknown 1-B/L1.dat","Gun 1-U10/B3/L3.dat",0.207360744764301,-0.124164314242694,0.0019349999999996,0.00108115152900966,0.00165139977929726,"Gun 1-U10/B3/L3.dat","Unknown 1-B/L1.dat",1.93629,0.991672218520986,3.12473146838943,15.3554400485232,1.56236573419472,0.520788578064906,10.2369600323488,0,0,2.04739200646976,2.04739200646976,2.53005982444725,3.56040741017899,0.00108115152900966,"Gun 1-U10/B3/L3.dat|Unknown 1-B/L1.dat",NA,1,FALSE,0.0433333333333333,105,"KNM"
"Unknown 1-B/L1.dat","Gun 1-P7/B1/L2.dat",0.502163406173767,-0.102735325407432,-0.00515999999999985,0.000936690510009874,0.00180140711424083,"Unknown 1-B/L1.dat","Gun 1-P7/B1/L2.dat",1.938225,0.993677204658902,2.59609443553119,14.7850181881215,1.03843777421247,0.519218887106237,5.098282133835,0,0,2.5491410669175,3.5687974936845,3.51199530010348,3.17456286992353,0.000936690510009874,"Gun 1-P7/B1/L2.dat|Unknown 1-B/L1.dat",19,1,FALSE,0.34,6,"KNM"
"Unknown 1-B/L1.dat","Gun 1-F6/B3/L1.dat",0.138336325147774,-0.115133633950469,-0.072239999999998,0.00106973646298848,0.00166155198060116,"Gun 1-F6/B3/L1.dat","Unknown 1-B/L1.dat",1.92468,0.954088471849866,2.17827551373267,15.3015012747138,1.08913775686633,0.544568878433166,6.91035541438687,0,0,2.96158089188009,6.91035541438687,2.29440869450444,3.00837128273045,0.00106973646298848,"Gun 1-F6/B3/L1.dat|Unknown 1-B/L1.dat",17,1,FALSE,0.0433333333333333,105,"KNM"
"Unknown 1-B/L1.dat","Gun 1-F6/B1/L3.dat",0.228735179687972,-0.181484037199276,-0.0451499999999987,0.0011822697353412,0.00187243003607042,"Gun 1-F6/B1/L3.dat","Unknown 1-B/L1.dat",1.931775,0.968280467445743,5.88078053996258,11.006301107384,2.67308206361935,1.60384923817161,4.50257772574799,0,0,1.000572827944,1.000572827944,4.52594256305838,3.15788510285798,0.0011822697353412,"Gun 1-F6/B1/L3.dat|Unknown 1-B/L1.dat",18,1,FALSE,0.14,39.5,"KNM"
"Unknown 1-B/L1.dat","Gun 1-C8/B1/L6.dat",0.0125154860190803,-0.155504598964155,0.141899999999996,0.00105034165502075,0.00152586471240206,"Unknown 1-B/L1.dat","Gun 1-C8/B1/L6.dat",1.938225,0.925790349417637,2.2291698014367,12.8841074534562,1.11458490071835,0.557292450359175,8.58940496897079,0,0,1.90875665977129,8.58940496897079,1.75355874671466,3.16383531107286,0.00105034165502074,"Gun 1-C8/B1/L6.dat|Unknown 1-B/L1.dat",4,1,FALSE,0.0333333333333333,116,"KNM"
"Unknown 1-B/L1.dat","Gun 1-L5/B1/L3.dat",0.193938492360993,-0.0806066829004452,0.169634999999995,0.000928184700079673,0.00152716049466243,"Gun 1-L5/B1/L3.dat","Unknown 1-B/L1.dat",1.912425,0.928161888701518,5.63367586082567,16.2444309074187,1.6901027582477,0.563367586082567,7.6444380740794,0,0,7.6444380740794,2.86666427777978,4.1338486484744,2.99875905400867,0.000928184700079673,"Gun 1-L5/B1/L3.dat|Unknown 1-B/L1.dat",33,1,FALSE,0.0633333333333333,89.5,"KNM"
"Unknown 1-B/L1.dat","Gun 1-P7/B1/L3.dat",0.055043140336193,-0.222512179770919,0.178019999999995,0.00098047300524577,0.00149567609735328,"Gun 1-P7/B1/L3.dat","Unknown 1-B/L1.dat",1.921455,0.922792883517959,4.51185913975766,15.2091977623468,2.25592956987883,1.12796478493941,7.12931145110007,0,0,7.12931145110007,2.85172458044003,4.08840170862214,3.71667335260982,0.00098047300524577,"Gun 1-P7/B1/L3.dat|Unknown 1-B/L1.dat",20,1,FALSE,0.15,34,"KNM"
"Unknown 1-B/L1.dat","Gun 1-U10/B3/L2.dat",0.267535107091402,0.103714335772911,-0.160604999999995,0.000956914473169417,0.00164924449191581,"Gun 1-U10/B3/L2.dat","Unknown 1-B/L1.dat",1.89501,0.907079646017699,1.16351789635964,18.4457340692709,0.581758948179822,0.581758948179822,8.51341572427886,0,0,4.72967540237714,8.51341572427886,0.923908763849754,2.68728849769293,0.000956914473169417,"Gun 1-U10/B3/L2.dat|Unknown 1-B/L1.dat",NA,1,FALSE,0.0233333333333333,125,"KNM"
"Unknown 1-B/L1.dat","Gun 1-P7/B3/L3.dat",0.201645808691629,-0.0633516703953825,0.0251549999999993,0.00120235874069976,0.0019690195291998,"Unknown 1-B/L1.dat","Gun 1-P7/B3/L3.dat",1.938225,0.989018302828619,3.12998841904285,16.1709266951679,2.08665894602857,1.04332947301428,10.10682918448,0,0,1.010682918448,1.51602437767199,4.1141577075368,3.78056286157989,0.00120235874069976,"Gun 1-P7/B3/L3.dat|Unknown 1-B/L1.dat",21,1,FALSE,0.0766666666666667,74.5,"KNM"
"Unknown 1-B/L1.dat","Gun 1-A9/B2/L5.dat",0.362058473829682,0.0326772227474569,0.000644999999999982,0.000945313399049009,0.00168931615457173,"Gun 1-A9/B2/L5.dat","Unknown 1-B/L1.dat",1.935,0.991,1.5644678071637,13.2948804483443,0.521489269054566,0.521489269054566,7.67012333558324,0,0,7.67012333558324,1.0226831114111,1.55459437824616,2.73889410418917,0.000945313399049009,"Gun 1-A9/B2/L5.dat|Unknown 1-B/L1.dat",27,1,FALSE,0,142.5,"KNM"
"Unknown 1-B/L1.dat","Gun 1-M2/B1/L4.dat",0.334501907193272,-0.112819987350223,0.0703049999999856,0.000848590897275195,0.00156371259645385,"Gun 1-M2/B1/L4.dat","Unknown 1-B/L1.dat",1.934355,0.96432144048016,2.14438118519948,10.8938125620515,1.07219059259974,0.53609529629987,3.96138638620054,0,0,1.4855198948252,3.96138638620054,2.31821942613071,2.48355877962512,0.000848590897275195,"Gun 1-M2/B1/L4.dat|Unknown 1-B/L1.dat",11,1,FALSE,0.0933333333333333,63.5,"KNM"
"Unknown 1-B/L1.dat","Gun 1-R3/B1/L1.dat",0.374375372816168,-0.329523726439221,0.0354749999999927,0.00125754276302166,0.00214179088056938,"Gun 1-R3/B1/L1.dat","Unknown 1-B/L1.dat",1.91049,0.99561107359892,3.1543999936912,13.3080480420534,1.05146666456373,0.525733332281867,8.18956802587903,0,0,0.51184800161744,0.51184800161744,5.35876088218664,4.09101116929421,0.00125754276302166,"Gun 1-R3/B1/L1.dat|Unknown 1-B/L1.dat",37,1,FALSE,0.0466666666666667,100.5,"KNM"
"Unknown 1-B/L1.dat","Gun 1-P7/B2/L1.dat",0.166582613858815,-0.13005946400495,0.0251549999999993,0.0013412513060035,0.00210120463964215,"Unknown 1-B/L1.dat","Gun 1-P7/B2/L1.dat",1.938225,0.986023294509151,1.56974782001271,14.1495608582719,1.04649854667514,0.523249273337572,9.09614626603196,0,0,1.010682918448,4.04273167379198,2.27395889299465,3.73262256026428,0.0013412513060035,"Gun 1-P7/B2/L1.dat|Unknown 1-B/L1.dat",24,1,FALSE,0.01,136.5,"KNM"
"Unknown 1-B/L1.dat","Gun 1-C8/B3/L6.dat",0.258130313546017,-0.154699695622517,-0.0245099999999993,0.00104194554979922,0.00168281193592122,"Unknown 1-B/L1.dat","Gun 1-C8/B3/L6.dat",1.938225,0.986356073211314,1.56921821548505,15.0913782955797,0.523072738495015,0,7.54568914778987,0,0,2.51522971592996,0.503045943185991,3.57426497214687,3.30503957791897,0.00104194554979922,"Gun 1-C8/B3/L6.dat|Unknown 1-B/L1.dat",3,1,FALSE,0.113333333333333,49,"KNM"
"Unknown 1-B/L1.dat","Gun 1-R3/B2/L1.dat",0.378291753712646,-0.235439182436361,0.0206399999999994,0.00107579173415729,0.00186715998829033,"Gun 1-R3/B2/L1.dat","Unknown 1-B/L1.dat",1.9221,0.991610738255034,4.72199268091134,13.3080480420534,2.62332926717297,1.04933170686919,4.60663201455696,0,2.62332926717297,1.53554400485232,0,7.416821300188,3.61724288449051,0.00107579173415729,"Gun 1-R3/B2/L1.dat|Unknown 1-B/L1.dat",37,1,FALSE,0.196666666666667,17,"KNM"
"Unknown 1-B/L1.dat","Gun 1-M2/B3/L2.dat",0.278776685607909,-0.204485431807381,0.158669999999996,0.000896795155050234,0.00162836807888068,"Gun 1-M2/B3/L2.dat","Unknown 1-B/L1.dat",1.86663,0.961990324809952,1.6706762897621,13.3017048351697,1.11378419317473,0.556892096587365,6.89718028490283,0,0,5.91186881563099,0.492655734635916,1.39704035243425,2.71931238778702,0.000896795155050234,"Gun 1-M2/B3/L2.dat|Unknown 1-B/L1.dat",12,1,FALSE,0.0766666666666667,74.5,"KNM"
"Unknown 1-B/L1.dat","Gun 1-A9/B2/L3.dat",0.18520029515839,-0.0420039418607894,0.0915899999999974,0.00120217422148138,0.00184923318632358,"Unknown 1-B/L1.dat","Gun 1-A9/B2/L3.dat",1.938225,0.952745424292845,3.24915318945,16.1345918314962,2.1661021263,1.08305106315,8.80068645354339,0,0,5.86712430236226,8.80068645354339,3.93343383893432,4.11401799476119,0.00120217422148138,"Gun 1-A9/B2/L3.dat|Unknown 1-B/L1.dat",25,1,FALSE,0.0633333333333333,89.5,"KNM"
"Unknown 1-B/L1.dat","Gun 1-R3/B3/L2.dat",0.342757771308311,-0.169012078819176,0.0141899999999996,0.00102123963304483,0.00175902714379646,"Unknown 1-B/L1.dat","Gun 1-R3/B3/L2.dat",1.938225,0.997337770382696,1.55193953643566,13.2034318766393,0.517313178811887,0.517313178811887,6.09389163537199,0,0,6.09389163537199,0.507824302947666,2.03799311087982,3.40309045581148,0.00102123963304483,"Gun 1-R3/B3/L2.dat|Unknown 1-B/L1.dat",37,1,FALSE,0.0966666666666667,61,"KNM"
"Unknown 1-B/L1.dat","Gun 1-U10/B2/L6.dat",0.145155939523449,0.00257543904081046,-0.160604999999995,0.00102665853252218,0.00164888593321238,"Gun 1-U10/B2/L6.dat","Unknown 1-B/L1.dat",1.88985,0.908191126279864,1.74790033472291,18.4457340692709,1.16526688981528,0.582633444907638,6.621545563328,0,0,6.14857802309029,6.621545563328,2.41189348649329,2.85225841816247,0.00102665853252218,"Gun 1-U10/B2/L6.dat|Unknown 1-B/L1.dat",NA,1,FALSE,0.0133333333333333,132,"KNM"
"Unknown 1-B/L1.dat","Gun 1-L5/B3/L6.dat",0.474601773014869,0.160123020007856,0.0825599999999977,0.000854574879251324,0.00162865900673565,"Unknown 1-B/L1.dat","Gun 1-L5/B3/L6.dat",1.938225,0.965058236272879,4.27693130179096,14.2417612638827,1.06923282544774,0.534616412723871,8.83971388792717,0,0,0.982190431991908,0.982190431991908,6.69656365970394,2.32089060509149,0.000854574879251323,"Gun 1-L5/B3/L6.dat|Unknown 1-B/L1.dat",36,1,FALSE,0.283333333333333,8,"KNM"
"Unknown 1-B/L1.dat","Gun 1-P7/B3/L4.dat",0.172140633656433,-0.175213016861343,0.0496649999999986,0.00117756305150196,0.00180819078734153,"Unknown 1-B/L1.dat","Gun 1-P7/B3/L4.dat",1.938225,0.969384359400998,3.19338330978213,13.4772907650609,2.12892220652142,1.06446110326071,5.98990700669372,0,0,4.99158917224477,0.998317834448954,4.0221029471718,3.03929823884704,0.00117756305150196,"Gun 1-P7/B3/L4.dat|Unknown 1-B/L1.dat",22,1,FALSE,0.0666666666666667,86.5,"KNM"
"Unknown 1-B/L1.dat","Gun 1-L5/B1/L4.dat",0.329822122471021,-0.0483297499648612,0.0328949999999991,0.0010827354191358,0.00183534681020952,"Gun 1-L5/B1/L4.dat","Unknown 1-B/L1.dat",1.930485,0.987971934513866,2.09724395928201,13.7157487274833,1.048621979641,0.524310989820502,6.09588832332592,0,0,3.55593485527345,6.09588832332592,2.70686607684721,3.21504733897196,0.0010827354191358,"Gun 1-L5/B1/L4.dat|Unknown 1-B/L1.dat",34,1,FALSE,0.06,92,"KNM"
"Unknown 1-B/L1.dat","Gun 1-U10/B1/L2.dat",0.33341706442488,0.0908853737459773,0.108359999999978,0.00103204185363743,0.00182252486637686,"Unknown 1-B/L1.dat","Gun 1-U10/B1/L2.dat",1.938225,0.938768718801997,1.64876383931148,15.0334737265801,1.09917589287432,0.549587946437159,6.78931071522971,0,0,2.9097045922413,5.33445841910906,0.828764271719938,2.7940110073404,0.00103204185363743,"Gun 1-U10/B1/L2.dat|Unknown 1-B/L1.dat",NA,1,FALSE,0.0533333333333333,94,"KNM"
"Unknown 1-B/L1.dat","Gun 1-M2/B3/L5.dat",0.240403059731605,-0.0113028571520203,-0.142544999999996,0.00107667451544503,0.00172385326098419,"Gun 1-M2/B3/L5.dat","Unknown 1-B/L1.dat",1.84857,0.914166085136078,2.95875495591455,14.3112701252236,1.77525297354873,0.59175099118291,6.67859272510436,0,0,6.67859272510436,5.72450805008946,2.33891338503876,3.2204944064438,0.00107667451544503,"Gun 1-M2/B3/L5.dat|Unknown 1-B/L1.dat",9,1,FALSE,0.0133333333333333,132,"KNM"
"Unknown 1-B/L1.dat","Gun 1-C8/B2/L1.dat",0.220680925427732,-0.0911393466748697,-0.0393449999999989,0.00112073143657588,0.00179361070543184,"Gun 1-C8/B2/L1.dat","Unknown 1-B/L1.dat",1.92597,0.972203616878768,2.67031966396697,15.554050324879,1.06812786558679,0.534063932793395,10.0348711773413,0,0,1.00348711773413,1.50523067660119,4.57523564377911,3.45848025362811,0.00112073143657588,"Gun 1-C8/B2/L1.dat|Unknown 1-B/L1.dat",6,1,FALSE,0.0633333333333333,89.5,"KNM"
"Unknown 1-B/L1.dat","Gun 1-R3/B1/L6.dat",0.223548440326847,-0.0665675238567034,-0.0245099999999993,0.000992372834652241,0.0017170765947791,"Gun 1-R3/B1/L6.dat","Unknown 1-B/L1.dat",1.92468,0.98156836461126,2.64661590457362,15.6706930237613,1.05864636182945,0.529323180914723,7.58259339859419,1.05864636182945,0,0,6.5715809454483,3.22390859372896,2.81110380431885,0.000992372834652241,"Gun 1-R3/B1/L6.dat|Unknown 1-B/L1.dat",42,1,FALSE,0.0433333333333333,105,"KNM"
"Unknown 1-B/L1.dat","Gun 1-C8/B3/L1.dat",0.199294081673433,-0.0137856059662403,-0.132224999999996,0.000958986163572361,0.0015606262560499,"Gun 1-C8/B3/L1.dat","Unknown 1-B/L1.dat",1.92468,0.922922252010724,7.31845997083875,13.4232692372227,2.81479229647644,1.12591691859058,4.3146222548216,0,0,1.91760989103182,4.3146222548216,6.24845339887908,2.83319209537323,0.000958986163572361,"Gun 1-C8/B3/L1.dat|Unknown 1-B/L1.dat",4,1,FALSE,0.0766666666666667,74.5,"KNM"
"Unknown 1-B/L1.dat","Gun 1-A9/B3/L4.dat",0.175730023107943,-0.0858005807740497,0.0786899999999978,0.00123293337931802,0.00189166658041278,"Unknown 1-B/L1.dat","Gun 1-A9/B3/L4.dat",1.938225,0.952745424292845,3.790678721025,14.7609101577203,1.08305106315,0.541525531575,4.4282730473161,0,0,0.984060677181356,2.95218203154407,5.35595730743456,4.56488084313705,0.00123293337931802,"Gun 1-A9/B3/L4.dat|Unknown 1-B/L1.dat",25,1,FALSE,0.07,83,"KNM"
"Unknown 1-B/L1.dat","Gun 1-L5/B1/L1.dat",0.236697293910185,-0.111908972203793,0.143834999999996,0.000987346496570208,0.00169607747922402,"Gun 1-L5/B1/L1.dat","Unknown 1-B/L1.dat",1.90533,0.950236966824645,2.20931613380723,14.1209925596977,1.65698710035542,1.10465806690362,7.30396166880918,0,0,7.30396166880918,3.89544622336489,3.1352060136466,3.08292013798417,0.000987346496570208,"Gun 1-L5/B1/L1.dat|Unknown 1-B/L1.dat",31,1,FALSE,0.0266666666666667,122.5,"KNM"
"Unknown 1-B/L1.dat","Gun 1-M2/B2/L3.dat",0.37062971085142,-0.038634244107868,0.0464399999999987,0.000839285716308028,0.00144985237696711,"Unknown 1-B/L1.dat","Gun 1-M2/B2/L3.dat",1.938225,0.975374376039933,3.70273394005274,12.4990938156984,1.05792398287221,0.528961991436105,3.99971002102348,0,0,1.4998912578838,0.999927505255869,2.30516761095902,2.66035584489391,0.000839285716308028,"Gun 1-M2/B2/L3.dat|Unknown 1-B/L1.dat",9,1,FALSE,0.0933333333333333,63.5,"KNM"
"Unknown 1-B/L1.dat","Gun 1-A9/B3/L3.dat",0.249879113687349,-0.19196813751522,0.0070949999999998,0.00140812133030078,0.00216387689370926,"Unknown 1-B/L1.dat","Gun 1-A9/B3/L3.dat",1.938225,0.994009983361065,4.67140554807266,16.3198694410445,3.11427036538177,1.55713518269089,6.11995104039168,3.11427036538177,0,0,5.0999592003264,5.23633848219558,4.41810381604837,0.00140812133030078,"Gun 1-A9/B3/L3.dat|Unknown 1-B/L1.dat",30,1,FALSE,0.0366666666666667,112.5,"KNM"
"Unknown 1-B/L1.dat","Gun 1-P7/B3/L1.dat",0.541872639806103,0.0440972799943193,0.0225749999999974,0.00079536862053432,0.00166264055644142,"Unknown 1-B/L1.dat","Gun 1-P7/B3/L1.dat",1.938225,0.99134775374376,3.64307256740335,15.1800352176817,1.04087787640096,0.520438938200478,5.56601291314997,1.04087787640096,0,0,4.04800939138179,5.55307024740968,2.5199346227992,0.00079536862053432,"Gun 1-P7/B3/L1.dat|Unknown 1-B/L1.dat",19,1,FALSE,0.473333333333333,4,"KNM"
"Unknown 1-B/L1.dat","Gun 1-M2/B2/L2.dat",0.25727271420283,0.0790052905383914,-0.160604999999995,0.00167159107267296,0.00249397865950742,"Gun 1-M2/B2/L2.dat","Unknown 1-B/L1.dat",1.881465,0.906067877956805,2.93300718293459,17.4997989887954,1.17320287317384,0.586601436586918,5.20264294261486,0,0,2.83780524142629,4.25670786213943,7.55792056045297,6.31467519251701,0.00167159107267295,"Gun 1-M2/B2/L2.dat|Unknown 1-B/L1.dat",8,1,FALSE,0.02,126.5,"KNM"
"Unknown 1-B/L1.dat","Gun 1-L5/B1/L6.dat",0.454168499984938,0.116679617647496,0.0767549999999978,0.000822502100076105,0.00156383598135485,"Unknown 1-B/L1.dat","Gun 1-L5/B1/L6.dat",1.938225,0.954742096505824,2.16157211139662,15.2674763354117,1.08078605569831,0.540393027849155,9.84998473252367,0,0,0.984998473252367,3.93999389300947,5.0559926461285,2.3718609382182,0.000822502100076105,"Gun 1-L5/B1/L6.dat|Unknown 1-B/L1.dat",36,1,FALSE,0.253333333333333,9,"KNM"
"Unknown 1-B/L1.dat","Gun 1-U10/B2/L3.dat",0.38593582853407,-0.0753203041623793,0.00257999999999993,0.00100880910836117,0.00173548314349591,"Unknown 1-B/L1.dat","Gun 1-U10/B2/L3.dat",1.938225,0.996339434276206,2.07132611476182,13.7880319882342,1.03566305738091,0.517831528690456,11.7453605825699,1.03566305738091,0,0,1.53200355424825,4.09006016521463,3.20209195957827,0.00100880910836117,"Gun 1-U10/B2/L3.dat|Unknown 1-B/L1.dat",NA,1,FALSE,0.0733333333333333,78.5,"KNM"
"Unknown 1-B/L1.dat","Gun 1-L5/B2/L2.dat",-0.106419734665323,-0.518044614794701,0.000644999999999982,0.00211666502969381,0.00264002736108402,"Gun 1-L5/B2/L2.dat","Unknown 1-B/L1.dat",1.93758,0.99167776298269,0.520438938200478,14.8435920469057,0.520438938200478,0.520438938200478,11.2606560355837,0,0,11.2606560355837,3.58293601132208,0.544797691191997,6.9579679468124,0.00211666502969381,"Gun 1-L5/B2/L2.dat|Unknown 1-B/L1.dat",31,1,FALSE,0.476666666666667,3,"KNM"
"Unknown 1-B/L1.dat","Gun 1-U10/B2/L5.dat",0.271161148467945,-0.122817174802273,0.193499999999995,0.00115847739789907,0.00202682558238611,"Gun 1-U10/B2/L5.dat","Unknown 1-B/L1.dat",1.905975,0.923519458544839,1.13623129124165,14.7158651267226,0.568115645620823,0,10.9182225133749,0,0,10.9182225133749,2.84823196001083,0.654538310958426,3.56458066255346,0.00115847739789907,"Gun 1-U10/B2/L5.dat|Unknown 1-B/L1.dat",NA,1,FALSE,0.0166666666666667,128,"KNM"
"Unknown 1-B/L1.dat","Gun 1-M2/B1/L6.dat",0.387194539744398,-0.174678763589891,0.0154799999999996,0.000990830231200554,0.00177803782129523,"Gun 1-M2/B1/L6.dat","Unknown 1-B/L1.dat",1.931775,0.985976627712855,3.67514838411601,12.7247832969405,3.15012718638515,1.57506359319257,12.2157919650628,0,0.525021197730858,0.508991331877618,0,5.13446974697502,3.37448744134556,0.000990830231200554,"Gun 1-M2/B1/L6.dat|Unknown 1-B/L1.dat",7,1,FALSE,0.163333333333333,27,"KNM"
"Unknown 1-B/L1.dat","Gun 1-P7/B2/L4.dat",0.181258231677479,-0.123717941661931,-0.0225749999999984,0.00117682449905319,0.001814228970071,"Gun 1-P7/B2/L4.dat","Unknown 1-B/L1.dat",1.91049,0.979743416610398,2.67123982925435,13.6620316959135,1.06849593170174,0.53424796585087,7.59001760884086,0,0,1.01200234784545,7.59001760884086,2.9992968891855,3.05685753602618,0.00117682449905319,"Gun 1-P7/B2/L4.dat|Unknown 1-B/L1.dat",21,1,FALSE,0.0266666666666667,122.5,"KNM"
"Unknown 1-B/L1.dat","Gun 1-M2/B3/L1.dat",0.100371627951087,-0.0865510658383104,0.0883649999999975,0.00132953308734805,0.00204422440181311,"Unknown 1-B/L1.dat","Gun 1-M2/B3/L1.dat",1.938225,0.969051580698835,2.12965329244399,13.7115769782623,1.064826646222,0.532413323110998,8.81458520031146,0,0,1.95879671118032,0.979398355590162,3.59420279373984,4.25227597990416,0.00132953308734805,"Gun 1-M2/B3/L1.dat|Unknown 1-B/L1.dat",11,1,FALSE,0,142.5,"KNM"
"Unknown 1-B/L1.dat","Gun 1-F6/B3/L5.dat",0.288048298431069,-0.22467311107488,0.00257999999999993,0.000896744550747846,0.00142936046501604,"Unknown 1-B/L1.dat","Gun 1-F6/B3/L5.dat",1.938225,0.995341098169717,4.14680734710592,14.3128429651099,2.5917545919412,1.03670183677648,6.13407555647567,0,0,6.13407555647567,0.511172963039639,3.79959415738364,2.68787536080882,0.000896744550747846,"Gun 1-F6/B3/L5.dat|Unknown 1-B/L1.dat",15,1,FALSE,0.19,18,"KNM"
"Unknown 1-B/L1.dat","Gun 1-P7/B2/L6.dat",0.494869920326207,0.127346568545322,-0.0174149999999995,0.000831087048928407,0.00168449627776901,"Gun 1-P7/B2/L6.dat","Unknown 1-B/L1.dat",1.91565,0.982491582491583,5.84450430633704,12.6831446081416,1.5939557199101,0.531318573303367,4.56593205893096,0,0,4.56593205893096,1.01465156865133,5.48448430306382,2.7388799681338,0.000831087048928407,"Gun 1-P7/B2/L6.dat|Unknown 1-B/L1.dat",23,1,FALSE,0.226666666666667,11.5,"KNM"
"Unknown 1-B/L1.dat","Gun 1-C8/B1/L3.dat",0.617139336748995,-0.653231069438745,0.0374099999999989,0.00346432052001381,0.00471415899536369,"Gun 1-C8/B1/L3.dat","Unknown 1-B/L1.dat",1.922745,0.973834283797383,0.534063932793395,12.5273723084941,0.534063932793395,0,8.51861316977597,0,0,8.51861316977597,4.0087591387181,2.93567470720372,9.52330961646162,0.00346432052001381,"Gun 1-C8/B1/L3.dat|Unknown 1-B/L1.dat",1,1,TRUE,0.113333333333333,49,"KM"
